[ILPcarry, ILPblock, ILPjit, inflation, Trinity, TDAcarry, TDAblock, TDAjit, TDAjitblock, TDAmix, CTcarry, CTblock, CTjit, CTmix]
input/30Tasks_300_3_S.npy
[ {'shared-R': 0.31820415106657274, 'deadline': 3.793291450775094, 'period': 3.793291450775094, 'exclusive-R': 1.394418494722995}
 {'shared-R': 9.99369217143659, 'deadline': 44.36543635319818, 'period': 44.36543635319818, 'exclusive-R': 15.134041080249037}
 {'shared-R': 0.01366727603203991, 'deadline': 4.686857060688286, 'period': 4.686857060688286, 'exclusive-R': 1.4042114674077748}
 {'shared-R': 0.7643821267860881, 'deadline': 32.82084644251864, 'period': 32.82084644251864, 'exclusive-R': 11.375305216967172}
 {'shared-R': 1.953457111339625, 'deadline': 4.565980918504133, 'period': 4.565980918504133, 'exclusive-R': 0.9541233290831206}
 {'shared-R': 5.948736463726561, 'deadline': 10.863227426146503, 'period': 10.863227426146503, 'exclusive-R': 1.6497970223928644}
 {'shared-R': 3.9588631433615644, 'deadline': 9.405500550602131, 'period': 9.405500550602131, 'exclusive-R': 1.9399669729130415}
 {'shared-R': 41.508731054920474, 'deadline': 78.07542412722766, 'period': 78.07542412722766, 'exclusive-R': 13.24107351170346}
 {'shared-R': 4.2970253112602315, 'deadline': 6.9263005087609795, 'period': 6.9263005087609795, 'exclusive-R': 0.850842415214833}
 {'shared-R': 25.890900749565024, 'deadline': 34.74112972466216, 'period': 34.74112972466216, 'exclusive-R': 2.833344968959714}
 {'shared-R': 6.129916599595693, 'deadline': 6.310956992169491, 'period': 6.310956992169491, 'exclusive-R': 0.07467892020878211}
 {'shared-R': 14.148383466768491, 'deadline': 55.91546260302353, 'period': 55.91546260302353, 'exclusive-R': 18.36088089501123}
 {'shared-R': 0.8109059417215237, 'deadline': 4.132067291573585, 'period': 4.132067291573585, 'exclusive-R': 1.1579282540784095}
 {'shared-R': 27.735562896430306, 'deadline': 85.68529793426883, 'period': 85.68529793426883, 'exclusive-R': 21.491912021934635}
 {'shared-R': 5.785531856888466, 'deadline': 6.283165242162275, 'period': 6.283165242162275, 'exclusive-R': 0.19058528059043583}
 {'shared-R': 43.32381398649232, 'deadline': 74.76662000305448, 'period': 74.76662000305448, 'exclusive-R': 14.00088753050979}
 {'shared-R': 2.4351829512366914, 'deadline': 3.5306435133450518, 'period': 3.5306435133450518, 'exclusive-R': 0.41310636218249003}
 {'shared-R': 28.178455619383797, 'deadline': 74.71989458737482, 'period': 74.71989458737482, 'exclusive-R': 15.438586831960425}
 {'shared-R': 0.2946520383198282, 'deadline': 2.247244141084054, 'period': 2.247244141084054, 'exclusive-R': 0.8721201609302918}
 {'shared-R': 36.72859913497354, 'deadline': 45.504472618166425, 'period': 45.504472618166425, 'exclusive-R': 2.842704546968507}
 {'shared-R': 2.9256009627498956, 'deadline': 4.088177227707251, 'period': 4.088177227707251, 'exclusive-R': 0.455447142417368}
 {'shared-R': 12.56054641560029, 'deadline': 78.79779576598006, 'period': 78.79779576598006, 'exclusive-R': 22.15657285566429}
 {'shared-R': 0.675281905063611, 'deadline': 7.065538710084293, 'period': 7.065538710084293, 'exclusive-R': 2.4701559676443057}
 {'shared-R': 1.7099902126931175, 'deadline': 17.58590825018684, 'period': 17.58590825018684, 'exclusive-R': 6.7207176092286645}
 {'shared-R': 0.9975140658755954, 'deadline': 3.542925303482121, 'period': 3.542925303482121, 'exclusive-R': 0.9863697800997743}
 {'shared-R': 74.50111170801124, 'deadline': 86.97916342896448, 'period': 86.97916342896448, 'exclusive-R': 4.745596922334665}]
total utili:13.5
total utili+exclusive:19.6134343349
[ {'shared-R': 0.46641333879967783, 'deadline': 3.4431653936903976, 'period': 3.4431653936903976, 'exclusive-R': 1.092158372534932}
 {'shared-R': 12.44610681412359, 'deadline': 27.50533037705847, 'period': 27.50533037705847, 'exclusive-R': 5.474380119352825}
 {'shared-R': 0.3925809661063452, 'deadline': 1.5761556652851216, 'period': 1.5761556652851216, 'exclusive-R': 0.5237986099922054}
 {'shared-R': 14.999815489507276, 'deadline': 40.31818336981783, 'period': 40.31818336981783, 'exclusive-R': 8.763561569452024}
 {'shared-R': 1.0405410765069472, 'deadline': 1.9293448895528709, 'period': 1.9293448895528709, 'exclusive-R': 0.3544677913386979}
 {'shared-R': 9.077559192749641, 'deadline': 68.59272201688107, 'period': 68.59272201688107, 'exclusive-R': 22.446310066714315}
 {'shared-R': 0.7285538030537059, 'deadline': 4.111258709693418, 'period': 4.111258709693418, 'exclusive-R': 1.0296391953493638}
 {'shared-R': 39.31428867050276, 'deadline': 50.709752265708104, 'period': 50.709752265708104, 'exclusive-R': 3.6120743166580374}
 {'shared-R': 1.2885001418477071, 'deadline': 4.9583642278369275, 'period': 4.9583642278369275, 'exclusive-R': 1.175846096137247}
 {'shared-R': 4.163020389169615, 'deadline': 13.936652156333032, 'period': 13.936652156333032, 'exclusive-R': 3.6754485011604054}
 {'shared-R': 0.4541532666503315, 'deadline': 5.4012525227051915, 'period': 5.4012525227051915, 'exclusive-R': 1.6415573464481554}
 {'shared-R': 12.597721392413977, 'deadline': 93.04618483181045, 'period': 93.04618483181045, 'exclusive-R': 34.88767478940859}
 {'shared-R': 0.8131109620666419, 'deadline': 5.758999457397569, 'period': 5.758999457397569, 'exclusive-R': 2.2080661243075173}
 {'shared-R': 74.3419688750964, 'deadline': 77.97384710250356, 'period': 77.97384710250356, 'exclusive-R': 1.3004583713453834}
 {'shared-R': 0.7536916514677362, 'deadline': 4.222169620963804, 'period': 4.222169620963804, 'exclusive-R': 1.1895684423403579}
 {'shared-R': 31.52305268330688, 'deadline': 32.0652930655439, 'period': 32.0652930655439, 'exclusive-R': 0.22721403395716389}
 {'shared-R': 8.893427677687702, 'deadline': 9.625843875587751, 'period': 9.625843875587751, 'exclusive-R': 0.2948796508572077}
 {'shared-R': 4.931041203511603, 'deadline': 24.12127505888898, 'period': 24.12127505888898, 'exclusive-R': 6.291424692663632}
 {'shared-R': 0.4710109189221495, 'deadline': 3.5598285961728378, 'period': 3.5598285961728378, 'exclusive-R': 1.2664241302872976}
 {'shared-R': 7.445476067043874, 'deadline': 84.42147967388321, 'period': 84.42147967388321, 'exclusive-R': 31.288816880907824}
 {'shared-R': 2.072561678319434, 'deadline': 8.290471714124099, 'period': 8.290471714124099, 'exclusive-R': 2.6396844854312596}
 {'shared-R': 33.71224386837488, 'deadline': 53.95793481097996, 'period': 53.95793481097996, 'exclusive-R': 7.004180139504985}
 {'shared-R': 6.251526051974326, 'deadline': 6.730210331311711, 'period': 6.730210331311711, 'exclusive-R': 0.19734637839095912}
 {'shared-R': 10.693149421910046, 'deadline': 77.45609586254635, 'period': 77.45609586254635, 'exclusive-R': 20.796405789152555}
 {'shared-R': 6.790024079082002, 'deadline': 8.745823947597145, 'period': 8.745823947597145, 'exclusive-R': 0.8380178051857361}
 {'shared-R': 29.330873388440477, 'deadline': 49.95017614281904, 'period': 49.95017614281904, 'exclusive-R': 9.00311342391133}
 {'shared-R': 7.440885654015889, 'deadline': 7.743917496036125, 'period': 7.743917496036125, 'exclusive-R': 0.11978774349784832}
 {'shared-R': 28.695501390141892, 'deadline': 34.74571507769106, 'period': 34.74571507769106, 'exclusive-R': 2.1863774943431813}
 {'shared-R': 1.7564580824593214, 'deadline': 1.8718631116332425, 'period': 1.8718631116332425, 'exclusive-R': 0.0498002965285304}
 {'shared-R': 24.7229003201636, 'deadline': 97.60353334831092, 'period': 97.60353334831092, 'exclusive-R': 22.58615726836335}]
total utili:13.5
total utili+exclusive:19.6435407066
[ {'shared-R': 1.949906781344728, 'deadline': 3.4670222615406145, 'period': 3.4670222615406145, 'exclusive-R': 0.4698905019141441}
 {'shared-R': 8.348661139642315, 'deadline': 75.23391766099296, 'period': 75.23391766099296, 'exclusive-R': 28.38702242893138}
 {'shared-R': 0.2651598581571888, 'deadline': 4.503326004493386, 'period': 4.503326004493386, 'exclusive-R': 1.8195144188478052}
 {'shared-R': 58.91641694774202, 'deadline': 62.50196939910321, 'period': 62.50196939910321, 'exclusive-R': 1.3785310102158006}
 {'shared-R': 3.244177083268499, 'deadline': 7.981176072535442, 'period': 7.981176072535442, 'exclusive-R': 2.049228786149022}
 {'shared-R': 42.411950213297196, 'deadline': 53.35179906070703, 'period': 53.35179906070703, 'exclusive-R': 4.83775145492978}
 {'shared-R': 3.563782880144759, 'deadline': 4.932589849443411, 'period': 4.932589849443411, 'exclusive-R': 0.4846794027098619}
 {'shared-R': 63.18874180297999, 'deadline': 97.68094581115369, 'period': 97.68094581115369, 'exclusive-R': 11.1697759658233}
 {'shared-R': 1.9365455236819802, 'deadline': 2.6018739863625777, 'period': 2.6018739863625777, 'exclusive-R': 0.2327461642493753}
 {'shared-R': 8.920850115850731, 'deadline': 15.15382306349989, 'period': 15.15382306349989, 'exclusive-R': 2.3118659869954867}
 {'shared-R': 2.6623383892557486, 'deadline': 9.102899166780029, 'period': 9.102899166780029, 'exclusive-R': 2.654673308302299}
 {'shared-R': 10.986643657292554, 'deadline': 11.252022550677873, 'period': 11.252022550677873, 'exclusive-R': 0.08268992217980872}
 {'shared-R': 0.03925613704637515, 'deadline': 2.3247089371260734, 'period': 2.3247089371260734, 'exclusive-R': 0.8431499281656057}
 {'shared-R': 3.756086639829589, 'deadline': 28.199407417519783, 'period': 28.199407417519783, 'exclusive-R': 10.182942408824038}
 {'shared-R': 3.249899311693992, 'deadline': 6.953446267885945, 'period': 6.953446267885945, 'exclusive-R': 1.3823929450395773}
 {'shared-R': 10.146303922951308, 'deadline': 28.739371289602104, 'period': 28.739371289602104, 'exclusive-R': 8.298513349990317}
 {'shared-R': 1.7538650567967358, 'deadline': 9.083432458768314, 'period': 9.083432458768314, 'exclusive-R': 2.6781512708109467}
 {'shared-R': 8.843603156134364, 'deadline': 19.850289705270733, 'period': 19.850289705270733, 'exclusive-R': 4.391181865660846}
 {'shared-R': 0.5140745589855005, 'deadline': 5.185279290602055, 'period': 5.185279290602055, 'exclusive-R': 1.4137612498985683}
 {'shared-R': 19.110153854776655, 'deadline': 20.709995257488597, 'period': 20.709995257488597, 'exclusive-R': 0.5906143815418019}
 {'shared-R': 2.3932886054630527, 'deadline': 3.0253469201429555, 'period': 3.0253469201429555, 'exclusive-R': 0.2005741598828167}
 {'shared-R': 0.648143486398161, 'deadline': 10.598046079773587, 'period': 10.598046079773587, 'exclusive-R': 4.260267772132794}
 {'shared-R': 0.879842303183488, 'deadline': 3.574341918206386, 'period': 3.574341918206386, 'exclusive-R': 0.81816077458694}
 {'shared-R': 14.758036388864484, 'deadline': 65.56530065382834, 'period': 65.56530065382834, 'exclusive-R': 16.738903063341205}
 {'shared-R': 3.5051909343905265, 'deadline': 8.121921888878163, 'period': 8.121921888878163, 'exclusive-R': 1.411020956239013}
 {'shared-R': 14.288866142119451, 'deadline': 79.67454295719284, 'period': 79.67454295719284, 'exclusive-R': 26.612830106095316}
 {'shared-R': 4.057117385481596, 'deadline': 8.681217322124091, 'period': 8.681217322124091, 'exclusive-R': 1.4898605125584874}
 {'shared-R': 38.20681188559699, 'deadline': 56.72868450254277, 'period': 56.72868450254277, 'exclusive-R': 5.875813858735118}
 {'shared-R': 1.2174600155894246, 'deadline': 9.278050622298645, 'period': 9.278050622298645, 'exclusive-R': 3.450225257244944}
 {'shared-R': 30.458203029457156, 'deadline': 37.373409894509855, 'period': 37.373409894509855, 'exclusive-R': 2.323390691994502}]
total utili:13.5
total utili+exclusive:19.7380179686
[ {'shared-R': 2.975379012634502, 'deadline': 9.230258720584562, 'period': 9.230258720584562, 'exclusive-R': 2.765022790644629}
 {'shared-R': 34.75805957893502, 'deadline': 73.89637910294161, 'period': 73.89637910294161, 'exclusive-R': 13.94562021377154}
 {'shared-R': 0.06718176534317814, 'deadline': 2.3277428023657896, 'period': 2.3277428023657896, 'exclusive-R': 0.9369379788252592}
 {'shared-R': 15.481136757179826, 'deadline': 49.16826630995168, 'period': 49.16826630995168, 'exclusive-R': 12.66381667685994}
 {'shared-R': 4.701272249094941, 'deadline': 8.768898110149156, 'period': 8.768898110149156, 'exclusive-R': 1.3993495851459665}
 {'shared-R': 54.782264156210914, 'deadline': 67.7273755619077, 'period': 67.7273755619077, 'exclusive-R': 4.6489406366337676}
 {'shared-R': 1.494008870272392, 'deadline': 3.571717485124794, 'period': 3.571717485124794, 'exclusive-R': 0.8992173233015675}
 {'shared-R': 2.4111682038324593, 'deadline': 16.123128514531142, 'period': 16.123128514531142, 'exclusive-R': 5.6248165517359805}
 {'shared-R': 1.2114679498750476, 'deadline': 3.033222976206372, 'period': 3.033222976206372, 'exclusive-R': 0.6116827378615876}
 {'shared-R': 37.221693144415774, 'deadline': 39.82074502231714, 'period': 39.82074502231714, 'exclusive-R': 0.9208851532261924}
 {'shared-R': 3.1687110929456006, 'deadline': 4.394527610964754, 'period': 4.394527610964754, 'exclusive-R': 0.4656057516211645}
 {'shared-R': 19.195376770250405, 'deadline': 69.01699371520388, 'period': 69.01699371520388, 'exclusive-R': 21.399447273645567}
 {'shared-R': 0.20744034811383352, 'deadline': 3.5283300990870714, 'period': 3.5283300990870714, 'exclusive-R': 1.3878729022792076}
 {'shared-R': 26.50053485316945, 'deadline': 59.34196235315882, 'period': 59.34196235315882, 'exclusive-R': 10.356412576533383}
 {'shared-R': 6.1488525992268, 'deadline': 8.747665416172945, 'period': 8.747665416172945, 'exclusive-R': 0.9049437733731733}
 {'shared-R': 25.769950031623114, 'deadline': 66.96259617416499, 'period': 66.96259617416499, 'exclusive-R': 13.933754937398016}
 {'shared-R': 2.2016641468706966, 'deadline': 8.547319500088424, 'period': 8.547319500088424, 'exclusive-R': 2.7697192005375655}
 {'shared-R': 45.06082302688734, 'deadline': 59.85656934437835, 'period': 59.85656934437835, 'exclusive-R': 5.10032539908323}
 {'shared-R': 3.5068383736584963, 'deadline': 6.023473124319734, 'period': 6.023473124319734, 'exclusive-R': 0.9846965581602145}
 {'shared-R': 20.702075368648536, 'deadline': 65.28309376524679, 'period': 65.28309376524679, 'exclusive-R': 18.575395683332765}
 {'shared-R': 6.7739450876222715, 'deadline': 7.627542971490989, 'period': 7.627542971490989, 'exclusive-R': 0.3530715833553061}
 {'shared-R': 32.32880180963602, 'deadline': 36.94484828379106, 'period': 36.94484828379106, 'exclusive-R': 1.5304126671517893}
 {'shared-R': 0.19801758737446642, 'deadline': 7.527116764388893, 'period': 7.527116764388893, 'exclusive-R': 3.051775928811633}
 {'shared-R': 14.999635498367459, 'deadline': 23.743300649084162, 'period': 23.743300649084162, 'exclusive-R': 3.3691100572312798}
 {'shared-R': 3.419072814833136, 'deadline': 6.870780582229413, 'period': 6.870780582229413, 'exclusive-R': 1.5327669186786785}
 {'shared-R': 32.83604998077567, 'deadline': 96.42687705001124, 'period': 96.42687705001124, 'exclusive-R': 20.270809058257516}
 {'shared-R': 0.5027563850936089, 'deadline': 4.844809914022878, 'period': 4.844809914022878, 'exclusive-R': 1.6436064513812412}
 {'shared-R': 63.35534900517271, 'deadline': 88.73169505565873, 'period': 88.73169505565873, 'exclusive-R': 11.228022898215066}
 {'shared-R': 0.06100943844603574, 'deadline': 1.3162837520635775, 'period': 1.3162837520635775, 'exclusive-R': 0.4800912548835037}
 {'shared-R': 23.610681581929885, 'deadline': 48.07583169186034, 'period': 48.07583169186034, 'exclusive-R': 7.8153142416843995}]
total utili:13.5
total utili+exclusive:19.9161062934
[ {'shared-R': 2.1677681328195915, 'deadline': 4.966289382881156, 'period': 4.966289382881156, 'exclusive-R': 0.8659518004827211}
 {'shared-R': 81.49421566311288, 'deadline': 88.73010060271767, 'period': 88.73010060271767, 'exclusive-R': 2.4416909714136925}
 {'shared-R': 2.6668438134883257, 'deadline': 4.35334223193161, 'period': 4.35334223193161, 'exclusive-R': 0.6872016564171801}
 {'shared-R': 6.502688094972745, 'deadline': 16.171939600364492, 'period': 16.171939600364492, 'exclusive-R': 3.729963772760323}
 {'shared-R': 4.015260869685722, 'deadline': 8.720646906467707, 'period': 8.720646906467707, 'exclusive-R': 1.8762022167128336}
 {'shared-R': 8.56595475993823, 'deadline': 59.824178365306075, 'period': 59.824178365306075, 'exclusive-R': 19.962645676151578}
 {'shared-R': 0.352900416158454, 'deadline': 5.751488962309107, 'period': 5.751488962309107, 'exclusive-R': 2.296908304765128}
 {'shared-R': 26.905060849167096, 'deadline': 31.840159475317606, 'period': 31.840159475317606, 'exclusive-R': 1.8179907346973536}
 {'shared-R': 0.5475448435695552, 'deadline': 7.619522318112737, 'period': 7.619522318112737, 'exclusive-R': 2.4721814569025287}
 {'shared-R': 21.022831143203554, 'deadline': 95.5856138419637, 'period': 95.5856138419637, 'exclusive-R': 28.69460740290914}
 {'shared-R': 0.802072723271714, 'deadline': 3.202353278423794, 'period': 3.202353278423794, 'exclusive-R': 1.0531374256764008}
 {'shared-R': 28.9625431602496, 'deadline': 68.09210165751955, 'period': 68.09210165751955, 'exclusive-R': 12.539365040469164}
 {'shared-R': 6.057728771159582, 'deadline': 8.013320833672298, 'period': 8.013320833672298, 'exclusive-R': 0.8124955426013969}
 {'shared-R': 25.75223456389284, 'deadline': 96.25917726066153, 'period': 96.25917726066153, 'exclusive-R': 29.747471980426766}
 {'shared-R': 3.0319835422443786, 'deadline': 8.003119745072892, 'period': 8.003119745072892, 'exclusive-R': 2.0248369981988596}
 {'shared-R': 22.883165789553097, 'deadline': 37.4793118096551, 'period': 37.4793118096551, 'exclusive-R': 5.407964073422874}
 {'shared-R': 4.299437216684565, 'deadline': 4.664122881264211, 'period': 4.664122881264211, 'exclusive-R': 0.1426156110660339}
 {'shared-R': 4.6096253392717275, 'deadline': 11.846212703434828, 'period': 11.846212703434828, 'exclusive-R': 2.761165269832279}
 {'shared-R': 1.903668559192794, 'deadline': 4.984095470142236, 'period': 4.984095470142236, 'exclusive-R': 1.1679543538174373}
 {'shared-R': 6.337895579742239, 'deadline': 88.1203671683383, 'period': 88.1203671683383, 'exclusive-R': 36.39776156653357}
 {'shared-R': 5.287107537533744, 'deadline': 8.826334297046586, 'period': 8.826334297046586, 'exclusive-R': 1.3701978417566045}
